User_ID,Segment,Trend_Affinity,Geography
U_B01_00456,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_00457,Premium Gourmet,Value-Pack,Tier 1
U_B01_00458,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_00459,Budget Parent,Vegan,Tier 3
U_B01_00460,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_00461,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_00462,Premium Gourmet,Value-Pack,Tier 2
U_B01_00463,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_00464,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_00465,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_00466,Budget Parent,Sustainable Packaging,Tier 1
U_B01_00467,Premium Gourmet,High-Protein,Tier 1
U_B01_00468,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_00469,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_00470,Budget Parent,High-Protein,Tier 2
U_B01_00471,Fitness Enthusiast,High-Protein,Tier 2
U_B01_00472,Fitness Enthusiast,Vegan,Tier 1
U_B01_00473,Premium Gourmet,Luxury,Tier 2
U_B01_00474,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_00475,Premium Gourmet,Vegan,Tier 3
U_B01_00476,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_00477,Budget Parent,Luxury,Tier 3
U_B01_00478,Budget Parent,Value-Pack,Tier 3
U_B01_00479,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_00480,Premium Gourmet,Value-Pack,Tier 2
U_B01_00481,Premium Gourmet,Value-Pack,Tier 2
U_B01_00482,Fitness Enthusiast,Vegan,Tier 1
U_B01_00483,Premium Gourmet,Vegan,Tier 2
U_B01_00484,Premium Gourmet,Vegan,Tier 2
U_B01_00485,Budget Parent,High-Protein,Tier 1
U_B01_00486,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_00487,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_00488,Fitness Enthusiast,Vegan,Tier 2
U_B01_00489,Premium Gourmet,High-Protein,Tier 2
U_B01_00490,Budget Parent,High-Protein,Tier 1
U_B01_00491,Budget Parent,High-Protein,Tier 3
U_B01_00492,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00493,Premium Gourmet,Value-Pack,Tier 3
U_B01_00494,Budget Parent,Vegan,Tier 1
U_B01_00495,Budget Parent,Value-Pack,Tier 1
U_B01_00496,Fitness Enthusiast,High-Protein,Tier 3
U_B01_00497,Premium Gourmet,Vegan,Tier 2
U_B01_00498,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_00499,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00500,Budget Parent,High-Protein,Tier 1
U_B01_00501,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_00502,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_00503,Premium Gourmet,Luxury,Tier 1
U_B01_00504,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_00505,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_00506,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_00507,Fitness Enthusiast,High-Protein,Tier 1
U_B01_00508,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_00509,Budget Parent,High-Protein,Tier 1
U_B01_00510,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_00511,Fitness Enthusiast,High-Protein,Tier 1
U_B01_00512,Premium Gourmet,Luxury,Tier 1
U_B01_00513,Premium Gourmet,High-Protein,Tier 3
U_B01_00514,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_00515,Fitness Enthusiast,High-Protein,Tier 3
U_B01_00516,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00517,Fitness Enthusiast,Luxury,Tier 3
U_B01_00518,Premium Gourmet,High-Protein,Tier 1
U_B01_00519,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_00520,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00521,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00522,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00523,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_00524,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00525,Budget Parent,Sustainable Packaging,Tier 3
U_B01_00526,Premium Gourmet,Vegan,Tier 2
U_B01_00527,Fitness Enthusiast,Vegan,Tier 3
U_B01_00528,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_00529,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_00530,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_00531,Fitness Enthusiast,Luxury,Tier 1
U_B01_00532,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_00533,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_00534,Premium Gourmet,High-Protein,Tier 1
U_B01_00535,Budget Parent,High-Protein,Tier 1
U_B01_00536,Premium Gourmet,Luxury,Tier 2
U_B01_00537,Budget Parent,High-Protein,Tier 1
U_B01_00538,Premium Gourmet,Value-Pack,Tier 3
U_B01_00539,Fitness Enthusiast,Vegan,Tier 2
U_B01_00540,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_00541,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_00542,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_00543,Budget Parent,Vegan,Tier 2
U_B01_00544,Premium Gourmet,Vegan,Tier 2
U_B01_00545,Budget Parent,Value-Pack,Tier 1
U_B01_00546,Premium Gourmet,Luxury,Tier 2
U_B01_00547,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_00548,Premium Gourmet,Luxury,Tier 3
U_B01_00549,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_00550,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_00551,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_00552,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_00553,Budget Parent,Vegan,Tier 2
U_B01_00554,Fitness Enthusiast,High-Protein,Tier 1
U_B01_00555,Budget Parent,Luxury,Tier 2
U_B01_00556,Fitness Enthusiast,High-Protein,Tier 1
U_B01_00557,Premium Gourmet,Value-Pack,Tier 3
U_B01_00558,Budget Parent,Value-Pack,Tier 1
U_B01_00559,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_00560,Premium Gourmet,High-Protein,Tier 1
U_B01_00561,Premium Gourmet,Value-Pack,Tier 1
U_B01_00562,Budget Parent,Value-Pack,Tier 3
U_B01_00563,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00564,Fitness Enthusiast,High-Protein,Tier 3
U_B01_00565,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_00566,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_00567,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_00568,Premium Gourmet,Vegan,Tier 1
U_B01_00569,Budget Parent,Luxury,Tier 2
U_B01_00570,Fitness Enthusiast,Vegan,Tier 2
U_B01_00571,Budget Parent,Vegan,Tier 3
U_B01_00572,Premium Gourmet,High-Protein,Tier 2
U_B01_00573,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_00574,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_00575,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_00576,Premium Gourmet,Value-Pack,Tier 1
U_B01_00577,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_00578,Budget Parent,Luxury,Tier 2
U_B01_00579,Fitness Enthusiast,Vegan,Tier 3
U_B01_00580,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_00581,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00582,Budget Parent,Luxury,Tier 3
U_B01_00583,Fitness Enthusiast,Luxury,Tier 2
U_B01_00584,Premium Gourmet,High-Protein,Tier 1
U_B01_00585,Budget Parent,High-Protein,Tier 3
U_B01_00586,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_00587,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_00588,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_00589,Budget Parent,High-Protein,Tier 1
U_B01_00590,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_00591,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_00592,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00593,Premium Gourmet,High-Protein,Tier 3
U_B01_00594,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00595,Fitness Enthusiast,High-Protein,Tier 3
U_B01_00596,Premium Gourmet,Luxury,Tier 2
U_B01_00597,Premium Gourmet,Value-Pack,Tier 2
U_B01_00598,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00599,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_00600,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_00601,Premium Gourmet,High-Protein,Tier 3
U_B01_00602,Premium Gourmet,Value-Pack,Tier 2
U_B01_00603,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_00604,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_00605,Premium Gourmet,High-Protein,Tier 2
U_B01_00606,Budget Parent,Luxury,Tier 1
U_B01_00607,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_00608,Premium Gourmet,Luxury,Tier 2
U_B01_00609,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_00610,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_00611,Budget Parent,Luxury,Tier 2
U_B01_00612,Budget Parent,Value-Pack,Tier 1
U_B01_00613,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_00614,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_00615,Premium Gourmet,Luxury,Tier 1
U_B01_00616,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_00617,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_00618,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_00619,Premium Gourmet,Luxury,Tier 2
U_B01_00620,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_00621,Fitness Enthusiast,Vegan,Tier 2
U_B01_00622,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00623,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_00624,Budget Parent,Vegan,Tier 1
U_B01_00625,Premium Gourmet,Value-Pack,Tier 2
U_B01_00626,Budget Parent,Luxury,Tier 1
U_B01_00627,Fitness Enthusiast,Luxury,Tier 1
U_B01_00628,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_00629,Premium Gourmet,Luxury,Tier 1
U_B01_00630,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_00631,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00632,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_00633,Budget Parent,High-Protein,Tier 3
U_B01_00634,Budget Parent,Value-Pack,Tier 3
U_B01_00635,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_00636,Fitness Enthusiast,High-Protein,Tier 1
U_B01_00637,Fitness Enthusiast,Luxury,Tier 1
U_B01_00638,Fitness Enthusiast,Luxury,Tier 3
U_B01_00639,Premium Gourmet,Vegan,Tier 2
U_B01_00640,Budget Parent,Luxury,Tier 1
U_B01_00641,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00642,Budget Parent,Luxury,Tier 1
U_B01_00643,Budget Parent,Luxury,Tier 3
U_B01_00644,Budget Parent,Luxury,Tier 1
U_B01_00645,Fitness Enthusiast,Luxury,Tier 3
U_B01_00646,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_00647,Budget Parent,High-Protein,Tier 2
U_B01_00648,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_00649,Premium Gourmet,Value-Pack,Tier 1
U_B01_00650,Premium Gourmet,Vegan,Tier 3
U_B01_00651,Fitness Enthusiast,High-Protein,Tier 1
U_B01_00652,Budget Parent,High-Protein,Tier 3
U_B01_00653,Budget Parent,Value-Pack,Tier 3
U_B01_00654,Premium Gourmet,Luxury,Tier 3
U_B01_00655,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_00656,Budget Parent,High-Protein,Tier 3
U_B01_00657,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00658,Fitness Enthusiast,Luxury,Tier 1
U_B01_00659,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00660,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_00661,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_00662,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_00663,Premium Gourmet,Luxury,Tier 1
U_B01_00664,Premium Gourmet,Vegan,Tier 3
U_B01_00665,Premium Gourmet,Luxury,Tier 1
U_B01_00666,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_00667,Premium Gourmet,Vegan,Tier 3
U_B01_00668,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_00669,Budget Parent,High-Protein,Tier 2
U_B01_00670,Budget Parent,Sustainable Packaging,Tier 1
U_B01_00671,Budget Parent,Value-Pack,Tier 2
U_B01_00672,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_00673,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_00674,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_00675,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_00676,Premium Gourmet,Vegan,Tier 1
U_B01_00677,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_00678,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_00679,Fitness Enthusiast,High-Protein,Tier 3
U_B01_00680,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_00681,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_00682,Premium Gourmet,Value-Pack,Tier 3
U_B01_00683,Fitness Enthusiast,Luxury,Tier 1
U_B01_00684,Fitness Enthusiast,Luxury,Tier 1
U_B01_00685,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_00686,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_00687,Premium Gourmet,Vegan,Tier 3
U_B01_00688,Premium Gourmet,High-Protein,Tier 2
U_B01_00689,Budget Parent,Vegan,Tier 2
U_B01_00690,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_00691,Budget Parent,High-Protein,Tier 2
U_B01_00692,Budget Parent,High-Protein,Tier 2
U_B01_00693,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_00694,Fitness Enthusiast,Luxury,Tier 2
U_B01_00695,Budget Parent,Value-Pack,Tier 2
U_B01_00696,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_00697,Fitness Enthusiast,High-Protein,Tier 3
U_B01_00698,Premium Gourmet,High-Protein,Tier 1
U_B01_00699,Premium Gourmet,Vegan,Tier 2
U_B01_00700,Budget Parent,Value-Pack,Tier 3
U_B01_00701,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_00702,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_00703,Budget Parent,Vegan,Tier 3
U_B01_00704,Premium Gourmet,Vegan,Tier 1
U_B01_00705,Budget Parent,Luxury,Tier 3
U_B01_00706,Premium Gourmet,Luxury,Tier 2
U_B01_00707,Fitness Enthusiast,Vegan,Tier 3
U_B01_00708,Premium Gourmet,Value-Pack,Tier 3
U_B01_00709,Budget Parent,Value-Pack,Tier 1
U_B01_00710,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_00711,Fitness Enthusiast,High-Protein,Tier 1
U_B01_00712,Budget Parent,Value-Pack,Tier 3
U_B01_00713,Budget Parent,High-Protein,Tier 3
U_B01_00714,Premium Gourmet,Vegan,Tier 2
U_B01_00715,Fitness Enthusiast,Luxury,Tier 3
U_B01_00716,Budget Parent,Sustainable Packaging,Tier 1
U_B01_00717,Premium Gourmet,High-Protein,Tier 1
U_B01_00718,Fitness Enthusiast,Vegan,Tier 2
U_B01_00719,Premium Gourmet,High-Protein,Tier 2
U_B01_00720,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_00721,Budget Parent,Value-Pack,Tier 2
U_B01_00722,Fitness Enthusiast,Luxury,Tier 3
U_B01_00723,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_00724,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_00725,Budget Parent,Value-Pack,Tier 3
U_B01_00726,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_00727,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_00728,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_00729,Budget Parent,Sustainable Packaging,Tier 1
U_B01_00730,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_00731,Premium Gourmet,Value-Pack,Tier 1
U_B01_00732,Budget Parent,High-Protein,Tier 1
U_B01_00733,Premium Gourmet,Value-Pack,Tier 2
U_B01_00734,Premium Gourmet,High-Protein,Tier 2
U_B01_00735,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00736,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_00737,Budget Parent,Luxury,Tier 3
U_B01_00738,Fitness Enthusiast,Luxury,Tier 3
U_B01_00739,Budget Parent,High-Protein,Tier 2
U_B01_00740,Fitness Enthusiast,Vegan,Tier 2
U_B01_00741,Premium Gourmet,High-Protein,Tier 1
U_B01_00742,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_00743,Premium Gourmet,High-Protein,Tier 1
U_B01_00744,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_00745,Budget Parent,Value-Pack,Tier 2
U_B01_00746,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_00747,Premium Gourmet,Value-Pack,Tier 2
U_B01_00748,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_00749,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_00750,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00751,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_00752,Budget Parent,Value-Pack,Tier 3
U_B01_00753,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_00754,Budget Parent,Value-Pack,Tier 3
U_B01_00755,Premium Gourmet,High-Protein,Tier 1
U_B01_00756,Fitness Enthusiast,Luxury,Tier 2
U_B01_00757,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00758,Budget Parent,Vegan,Tier 3
U_B01_00759,Fitness Enthusiast,Luxury,Tier 1
U_B01_00760,Fitness Enthusiast,Luxury,Tier 3
U_B01_00761,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_00762,Premium Gourmet,Vegan,Tier 3
U_B01_00763,Fitness Enthusiast,Vegan,Tier 1
U_B01_00764,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_00765,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_00766,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_00767,Budget Parent,Luxury,Tier 3
U_B01_00768,Fitness Enthusiast,Vegan,Tier 1
U_B01_00769,Budget Parent,Vegan,Tier 1
U_B01_00770,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_00771,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_00772,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_00773,Fitness Enthusiast,High-Protein,Tier 1
U_B01_00774,Budget Parent,Vegan,Tier 1
U_B01_00775,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_00776,Premium Gourmet,Vegan,Tier 1
U_B01_00777,Budget Parent,Sustainable Packaging,Tier 1
U_B01_00778,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00779,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_00780,Premium Gourmet,Vegan,Tier 3
U_B01_00781,Budget Parent,Value-Pack,Tier 2
U_B01_00782,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_00783,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_00784,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_00785,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_00786,Fitness Enthusiast,Vegan,Tier 2
U_B01_00787,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_00788,Fitness Enthusiast,High-Protein,Tier 1
U_B01_00789,Premium Gourmet,High-Protein,Tier 3
U_B01_00790,Budget Parent,Vegan,Tier 3
U_B01_00791,Premium Gourmet,Vegan,Tier 1
U_B01_00792,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_00793,Budget Parent,High-Protein,Tier 1
U_B01_00794,Budget Parent,High-Protein,Tier 1
U_B01_00795,Premium Gourmet,Value-Pack,Tier 2
U_B01_00796,Fitness Enthusiast,High-Protein,Tier 2
U_B01_00797,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_00798,Fitness Enthusiast,Luxury,Tier 2
U_B01_00799,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00800,Budget Parent,High-Protein,Tier 3
U_B01_00801,Budget Parent,Vegan,Tier 2
U_B01_00802,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_00803,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_00804,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00805,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_00806,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_00807,Premium Gourmet,Luxury,Tier 1
U_B01_00808,Premium Gourmet,High-Protein,Tier 3
U_B01_00809,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_00810,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_00811,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_00812,Budget Parent,Vegan,Tier 1
U_B01_00813,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_00814,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_00815,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_00816,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_00817,Fitness Enthusiast,Luxury,Tier 2
U_B01_00818,Premium Gourmet,Luxury,Tier 2
U_B01_00819,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_00820,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_00821,Budget Parent,High-Protein,Tier 3
U_B01_00822,Premium Gourmet,Luxury,Tier 3
U_B01_00823,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_00824,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00825,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_00826,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_00827,Budget Parent,Vegan,Tier 2
U_B01_00828,Budget Parent,Luxury,Tier 1
U_B01_00829,Fitness Enthusiast,Luxury,Tier 2
U_B01_00830,Premium Gourmet,Luxury,Tier 2
U_B01_00831,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_00832,Fitness Enthusiast,Luxury,Tier 3
U_B01_00833,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_00834,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00835,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_00836,Budget Parent,Value-Pack,Tier 1
U_B01_00837,Fitness Enthusiast,Luxury,Tier 1
U_B01_00838,Premium Gourmet,High-Protein,Tier 3
U_B01_00839,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_00840,Budget Parent,Value-Pack,Tier 1
U_B01_00841,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_00842,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_00843,Budget Parent,High-Protein,Tier 3
U_B01_00844,Budget Parent,Value-Pack,Tier 2
U_B01_00845,Budget Parent,Luxury,Tier 2
U_B01_00846,Budget Parent,Luxury,Tier 1
U_B01_00847,Premium Gourmet,High-Protein,Tier 1
U_B01_00848,Fitness Enthusiast,High-Protein,Tier 3
U_B01_00849,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_00850,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_00851,Premium Gourmet,Value-Pack,Tier 1
U_B01_00852,Fitness Enthusiast,Luxury,Tier 3
U_B01_00853,Premium Gourmet,High-Protein,Tier 2
U_B01_00854,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_00855,Budget Parent,Luxury,Tier 3
U_B01_00856,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_00857,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_00858,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_00859,Budget Parent,Luxury,Tier 3
U_B01_00860,Budget Parent,Luxury,Tier 2
U_B01_00861,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_00862,Premium Gourmet,Vegan,Tier 2
U_B01_00863,Budget Parent,Value-Pack,Tier 3
U_B01_00864,Fitness Enthusiast,High-Protein,Tier 2
U_B01_00865,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_00866,Premium Gourmet,Vegan,Tier 1
U_B01_00867,Fitness Enthusiast,Luxury,Tier 1
U_B01_00868,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_00869,Fitness Enthusiast,Luxury,Tier 3
U_B01_00870,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_00871,Premium Gourmet,Value-Pack,Tier 1
U_B01_00872,Budget Parent,Sustainable Packaging,Tier 1
U_B01_00873,Fitness Enthusiast,Vegan,Tier 2
U_B01_00874,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_00875,Premium Gourmet,Vegan,Tier 3
U_B01_00876,Fitness Enthusiast,Vegan,Tier 3
U_B01_00877,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_00878,Premium Gourmet,Luxury,Tier 1
U_B01_00879,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00880,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_00881,Budget Parent,Vegan,Tier 3
U_B01_00882,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_00883,Premium Gourmet,Vegan,Tier 2
U_B01_00884,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_00885,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_00886,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_00887,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_00888,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_00889,Fitness Enthusiast,Vegan,Tier 1
U_B01_00890,Premium Gourmet,Value-Pack,Tier 1
U_B01_00891,Budget Parent,Value-Pack,Tier 2
U_B01_00892,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00893,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_00894,Premium Gourmet,Value-Pack,Tier 2
U_B01_00895,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_00896,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_00897,Premium Gourmet,High-Protein,Tier 3
U_B01_00898,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_00899,Premium Gourmet,Value-Pack,Tier 3
U_B01_00900,Fitness Enthusiast,Luxury,Tier 3
U_B01_00901,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_00902,Budget Parent,Sustainable Packaging,Tier 2
U_B01_00903,Fitness Enthusiast,High-Protein,Tier 2
U_B01_00904,Budget Parent,Vegan,Tier 2
U_B01_00905,Fitness Enthusiast,Vegan,Tier 1
U_B01_00906,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_00907,Budget Parent,Value-Pack,Tier 2
U_B01_00908,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_00909,Premium Gourmet,Luxury,Tier 1
